baseline_model,n_trials,n_unique_winner_trials,n_tied_human_trials,strict_unique_winner_accuracy,tie_compatible_accuracy,top2_hit_rate,mean_spearman,mean_ndcg,mae,rmse,mean_predicted_winner_probability,mean_observed_winner_probability_mass,mean_entropy,mean_top2_margin,mean_expected_draws_outside_0_100_prop,predicted_exact_tie_count
primary_acoustic,198,182,16,0.3021978021978022,0.3434343434343434,0.6161616161616161,0.36369433566170767,0.9180051483534446,23.001028394865997,27.591188212475792,0.8171616161616162,0.32429797979797986,0.47398066850516823,0.65089898989899,0.0034101010101010103,0
