baseline_model,episode,n_trials,n_unique_winner_trials,n_tied_human_trials,strict_unique_winner_accuracy,tie_compatible_accuracy,top2_hit_rate,mean_spearman,mean_ndcg,mae,rmse,mean_predicted_winner_probability,mean_observed_winner_probability_mass,mean_entropy,mean_top2_margin,mean_expected_draws_outside_0_100_prop,predicted_exact_tie_count
categorical_design,EDR-1,66,64,2,0.28125,0.30303030303030304,0.5606060606060606,0.3071327279378326,0.9099249394661514,22.56016611311074,26.697873266931754,0.7990454545454546,0.28075757575757576,0.5163498301967849,0.6246969696969696,0.002881818181818182,0
categorical_design,EDR-2,66,58,8,0.3793103448275862,0.4090909090909091,0.6515151515151515,0.36604242937368864,0.9239292016741336,23.5635382093423,27.92995781871141,0.7976666666666665,0.36887878787878786,0.5261327811072182,0.6264242424242424,0.0021060606060606057,0
categorical_design,FM-1,66,60,6,0.25,0.3181818181818182,0.5757575757575758,0.39458979376577086,0.916319090110566,22.80579581109022,28.130929958973077,0.7993333333333333,0.3177878787878788,0.52139570042778,0.6289848484848485,0.004481818181818181,0
primary_acoustic,EDR-1,66,64,2,0.28125,0.30303030303030304,0.5909090909090909,0.3173498647005322,0.912202372441496,22.657021524959035,26.750777196243998,0.8169242424242424,0.2787424242424242,0.47068414680494136,0.6490151515151515,0.003087878787878788,0
primary_acoustic,EDR-2,66,58,8,0.3793103448275862,0.4090909090909091,0.6515151515151515,0.36921703254829186,0.9247513159956624,23.487371564708287,27.822179242190057,0.817060606060606,0.37495454545454543,0.47809829515885827,0.6522424242424243,0.0023363636363636364,0
primary_acoustic,FM-1,66,60,6,0.25,0.3181818181818182,0.6060606060606061,0.40592201691429536,0.9170168332074478,22.858692094930667,28.180547591222386,0.8175,0.3191969696969697,0.4731595635517052,0.651439393939394,0.004806060606060605,0
