original_path,final_path,filename,sha256_before,sha256_after,classification,action,reason,reference_count_before,validation_status,notes
outputs/stimulus_selection/diagnostic_figures/the_donefors_lead_me/alignment_lag_distribution.png,outputs/stimulus_selection/02_excerpt_selection/diagnostics/diagnostic_figures/the_donefors_lead_me/alignment_lag_distribution.png,alignment_lag_distribution.png,5f077f10c9a3d87c7f9b1b8f1b7b6c61ada75ffacdcb92ecd4a6daf2606c1b03,5f077f10c9a3d87c7f9b1b8f1b7b6c61ada75ffacdcb92ecd4a6daf2606c1b03,02_excerpt_selection,moved,alignment/excerpt diagnostics,2,PASS,
outputs/stimulus_selection/diagnostic_figures/the_donefors_lead_me/common_overlap_timeline.png,outputs/stimulus_selection/02_excerpt_selection/diagnostics/diagnostic_figures/the_donefors_lead_me/common_overlap_timeline.png,common_overlap_timeline.png,baefc78adb52591e7519034f6794bb46ca84913c17bb6e3c7d72163fc63fc695,baefc78adb52591e7519034f6794bb46ca84913c17bb6e3c7d72163fc63fc695,02_excerpt_selection,moved,alignment/excerpt diagnostics,2,PASS,
outputs/stimulus_selection/feature_diagnostics/broken_crank_red_to_blue/average_bark_profile_with_variability.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/broken_crank_red_to_blue/average_bark_profile_with_variability.png,average_bark_profile_with_variability.png,5f9d886a5cc87ac9e617ba641bd599ae82e53430ed09f72a2a895079521a6fef,5f9d886a5cc87ac9e617ba641bd599ae82e53430ed09f72a2a895079521a6fef,03_feature_extraction,moved,feature diagnostic figure,2,PASS,
outputs/stimulus_selection/feature_diagnostics/broken_crank_red_to_blue/bark_mid_heatmap.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/broken_crank_red_to_blue/bark_mid_heatmap.png,bark_mid_heatmap.png,360d0257812bc5ae60d4a01d2d5e3c4ea9d09c48a35664c1568d985a99e1d677,360d0257812bc5ae60d4a01d2d5e3c4ea9d09c48a35664c1568d985a99e1d677,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/broken_crank_red_to_blue/bark_side_heatmap.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/broken_crank_red_to_blue/bark_side_heatmap.png,bark_side_heatmap.png,cf267af6a32a9151b2680fd5995f80ffc8d2ee1b9018fb1bca8ed78770373206,cf267af6a32a9151b2680fd5995f80ffc8d2ee1b9018fb1bca8ed78770373206,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/broken_crank_red_to_blue/crest_factor_mean_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/broken_crank_red_to_blue/crest_factor_mean_by_mix.png,crest_factor_mean_by_mix.png,89fb17b406b87eabc45581043f0d8fbb1dac6d7afa53bd37d0b71ad1f1e899f5,89fb17b406b87eabc45581043f0d8fbb1dac6d7afa53bd37d0b71ad1f1e899f5,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/broken_crank_red_to_blue/feature_quality_flags_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/broken_crank_red_to_blue/feature_quality_flags_by_mix.png,feature_quality_flags_by_mix.png,eeda30f6a3b2b8c053ccad82b7d772b992a2141c758d05bd54ca2193ccf3297e,eeda30f6a3b2b8c053ccad82b7d772b992a2141c758d05bd54ca2193ccf3297e,03_feature_extraction,moved,feature diagnostic figure,2,PASS,
outputs/stimulus_selection/feature_diagnostics/broken_crank_red_to_blue/rms_mean_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/broken_crank_red_to_blue/rms_mean_by_mix.png,rms_mean_by_mix.png,7fd48dc8cb99b26c3e275ce851e69180556425cecfbdc25f8ef6164a976138d5,7fd48dc8cb99b26c3e275ce851e69180556425cecfbdc25f8ef6164a976138d5,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/broken_crank_red_to_blue/scalar_feature_correlation_matrix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/broken_crank_red_to_blue/scalar_feature_correlation_matrix.png,scalar_feature_correlation_matrix.png,9d2ba64ddaa9a258c41b76453157cb4daf5425a9c9f2e7207b89bdff029dd530,9d2ba64ddaa9a258c41b76453157cb4daf5425a9c9f2e7207b89bdff029dd530,03_feature_extraction,moved,feature diagnostic figure,2,PASS,
outputs/stimulus_selection/feature_diagnostics/broken_crank_red_to_blue/stereo_imbalance_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/broken_crank_red_to_blue/stereo_imbalance_by_mix.png,stereo_imbalance_by_mix.png,7ba782c8765c0d509e66e67934149c857d0d2b70bfd2547ee1bf2e1a5ef88c33,7ba782c8765c0d509e66e67934149c857d0d2b70bfd2547ee1bf2e1a5ef88c33,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/broken_crank_red_to_blue/stereo_width_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/broken_crank_red_to_blue/stereo_width_by_mix.png,stereo_width_by_mix.png,9def2abbbb242e453b84e16c35f63d0e79273901cf8eee28c6bcdc8580763385,9def2abbbb242e453b84e16c35f63d0e79273901cf8eee28c6bcdc8580763385,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/fredy_v_in_the_meantime/average_bark_profile_with_variability.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/fredy_v_in_the_meantime/average_bark_profile_with_variability.png,average_bark_profile_with_variability.png,de9deb1c6521a4b8c068797e472f5781c64e50c9a15bd5b049c196ee26b0ffe9,de9deb1c6521a4b8c068797e472f5781c64e50c9a15bd5b049c196ee26b0ffe9,03_feature_extraction,moved,feature diagnostic figure,2,PASS,
outputs/stimulus_selection/feature_diagnostics/fredy_v_in_the_meantime/bark_mid_heatmap.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/fredy_v_in_the_meantime/bark_mid_heatmap.png,bark_mid_heatmap.png,7da49c14caf5dc95387a17f20157812ff393304f0effd928fa5e6233f2377c99,7da49c14caf5dc95387a17f20157812ff393304f0effd928fa5e6233f2377c99,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/fredy_v_in_the_meantime/bark_side_heatmap.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/fredy_v_in_the_meantime/bark_side_heatmap.png,bark_side_heatmap.png,11fc520ea5fec6e10e41d39046763e52ee2cf5baf38246bc7bd290ed9d1492a1,11fc520ea5fec6e10e41d39046763e52ee2cf5baf38246bc7bd290ed9d1492a1,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/fredy_v_in_the_meantime/crest_factor_mean_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/fredy_v_in_the_meantime/crest_factor_mean_by_mix.png,crest_factor_mean_by_mix.png,86858d9c304f671dd76b637737adfc1ff56f722c7b4b0ac6d2222fcc2cfd21b9,86858d9c304f671dd76b637737adfc1ff56f722c7b4b0ac6d2222fcc2cfd21b9,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/fredy_v_in_the_meantime/feature_quality_flags_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/fredy_v_in_the_meantime/feature_quality_flags_by_mix.png,feature_quality_flags_by_mix.png,89ea9b010ba74cfd2f67f2102162e1eab77212a79692cbb021f8d07a781225e1,89ea9b010ba74cfd2f67f2102162e1eab77212a79692cbb021f8d07a781225e1,03_feature_extraction,moved,feature diagnostic figure,2,PASS,
outputs/stimulus_selection/feature_diagnostics/fredy_v_in_the_meantime/rms_mean_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/fredy_v_in_the_meantime/rms_mean_by_mix.png,rms_mean_by_mix.png,a1e7319bbf76ac05dcb3e29587f264229e658e62349e53cbed86bbfb2bdfbbfc,a1e7319bbf76ac05dcb3e29587f264229e658e62349e53cbed86bbfb2bdfbbfc,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/fredy_v_in_the_meantime/scalar_feature_correlation_matrix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/fredy_v_in_the_meantime/scalar_feature_correlation_matrix.png,scalar_feature_correlation_matrix.png,39a312a08747fa7edfcb7481862e9cf0b66e0f107a5f95f258e99074b705beb1,39a312a08747fa7edfcb7481862e9cf0b66e0f107a5f95f258e99074b705beb1,03_feature_extraction,moved,feature diagnostic figure,2,PASS,
outputs/stimulus_selection/feature_diagnostics/fredy_v_in_the_meantime/stereo_imbalance_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/fredy_v_in_the_meantime/stereo_imbalance_by_mix.png,stereo_imbalance_by_mix.png,667185ff73b44620313da54509db6a0b9352acf0c3353f6ef57020844bf5bd27,667185ff73b44620313da54509db6a0b9352acf0c3353f6ef57020844bf5bd27,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/fredy_v_in_the_meantime/stereo_width_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/fredy_v_in_the_meantime/stereo_width_by_mix.png,stereo_width_by_mix.png,cc28cef2b199d4c3ec0440f2e69d2d9835baa2e869924cd9df234c4de1096721,cc28cef2b199d4c3ec0440f2e69d2d9835baa2e869924cd9df234c4de1096721,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_lead_me/average_bark_profile_with_variability.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_lead_me/average_bark_profile_with_variability.png,average_bark_profile_with_variability.png,b822d2fca17609651b5c54c9377ff416de4d4bd69f1698cc2ffa3ff148976935,b822d2fca17609651b5c54c9377ff416de4d4bd69f1698cc2ffa3ff148976935,03_feature_extraction,moved,feature diagnostic figure,2,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_lead_me/bark_mid_heatmap.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_lead_me/bark_mid_heatmap.png,bark_mid_heatmap.png,36b84951d5210d50f43046461d0dc11e3745571d46538f9832d785031a7468ec,36b84951d5210d50f43046461d0dc11e3745571d46538f9832d785031a7468ec,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_lead_me/bark_side_heatmap.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_lead_me/bark_side_heatmap.png,bark_side_heatmap.png,59fb0fe3aeff2f118f23a4c985e6995ce9362233bb9bb53318f641ad76c18002,59fb0fe3aeff2f118f23a4c985e6995ce9362233bb9bb53318f641ad76c18002,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_lead_me/crest_factor_mean_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_lead_me/crest_factor_mean_by_mix.png,crest_factor_mean_by_mix.png,fa5818e691e0630fd33fae246bd6e9c741dfca3290fb74ca5b73ff37c5bf800b,fa5818e691e0630fd33fae246bd6e9c741dfca3290fb74ca5b73ff37c5bf800b,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_lead_me/feature_quality_flags_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_lead_me/feature_quality_flags_by_mix.png,feature_quality_flags_by_mix.png,76c74a23875821be8075f9d238a717384dbb3a1752231bc342cbafb47261b26c,76c74a23875821be8075f9d238a717384dbb3a1752231bc342cbafb47261b26c,03_feature_extraction,moved,feature diagnostic figure,2,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_lead_me/rms_mean_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_lead_me/rms_mean_by_mix.png,rms_mean_by_mix.png,a5443410b9a652e99a193d84409b547a12213a1d8ed4f7a0011d66989fe3d468,a5443410b9a652e99a193d84409b547a12213a1d8ed4f7a0011d66989fe3d468,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_lead_me/scalar_feature_correlation_matrix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_lead_me/scalar_feature_correlation_matrix.png,scalar_feature_correlation_matrix.png,1fc391b97298e66bdf04698f56e7fefd2dc5140c8624ff4bff80884e8befca80,1fc391b97298e66bdf04698f56e7fefd2dc5140c8624ff4bff80884e8befca80,03_feature_extraction,moved,feature diagnostic figure,2,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_lead_me/stereo_imbalance_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_lead_me/stereo_imbalance_by_mix.png,stereo_imbalance_by_mix.png,8b725094d56674b05ad1e06255b5320130120fa290c7f19c50e97b9bc8c136d8,8b725094d56674b05ad1e06255b5320130120fa290c7f19c50e97b9bc8c136d8,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_lead_me/stereo_width_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_lead_me/stereo_width_by_mix.png,stereo_width_by_mix.png,c1dbfae652ce45585f8bd43149e6393ac7d596b06601494fc592181fb9972322,c1dbfae652ce45585f8bd43149e6393ac7d596b06601494fc592181fb9972322,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_pouring_room/average_bark_profile_with_variability.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_pouring_room/average_bark_profile_with_variability.png,average_bark_profile_with_variability.png,1eb17913417f3c406f72571716ff80ffcca3d77384a49e01edca259f0a6bdd76,1eb17913417f3c406f72571716ff80ffcca3d77384a49e01edca259f0a6bdd76,03_feature_extraction,moved,feature diagnostic figure,2,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_pouring_room/bark_mid_heatmap.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_pouring_room/bark_mid_heatmap.png,bark_mid_heatmap.png,0b858718836a1c0723ff7a35523fe8675ccee8f391274de284c48ec7418405da,0b858718836a1c0723ff7a35523fe8675ccee8f391274de284c48ec7418405da,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_pouring_room/bark_side_heatmap.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_pouring_room/bark_side_heatmap.png,bark_side_heatmap.png,be7ab8a613ca07a2b169bbde59a55c9585aa344d641e9d32f4bd968f03a5484a,be7ab8a613ca07a2b169bbde59a55c9585aa344d641e9d32f4bd968f03a5484a,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_pouring_room/crest_factor_mean_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_pouring_room/crest_factor_mean_by_mix.png,crest_factor_mean_by_mix.png,f4a3b2d25208e90fc16da7e80cd191adb0c829824019cb775f3e4fc684145e7e,f4a3b2d25208e90fc16da7e80cd191adb0c829824019cb775f3e4fc684145e7e,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_pouring_room/feature_quality_flags_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_pouring_room/feature_quality_flags_by_mix.png,feature_quality_flags_by_mix.png,f94979092f09a6008d1cae665b6a1729f56bd117da2df446f1c4c07ac2430b45,f94979092f09a6008d1cae665b6a1729f56bd117da2df446f1c4c07ac2430b45,03_feature_extraction,moved,feature diagnostic figure,2,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_pouring_room/rms_mean_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_pouring_room/rms_mean_by_mix.png,rms_mean_by_mix.png,90478716be7c7a19373598b9addfdf1d6ed9bd575efd15c9c8654ea4b926b103,90478716be7c7a19373598b9addfdf1d6ed9bd575efd15c9c8654ea4b926b103,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_pouring_room/scalar_feature_correlation_matrix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_pouring_room/scalar_feature_correlation_matrix.png,scalar_feature_correlation_matrix.png,cc99a5a546b2e533729b708a37a573bf31bd473d5419b1a5b026f12c7b308e13,cc99a5a546b2e533729b708a37a573bf31bd473d5419b1a5b026f12c7b308e13,03_feature_extraction,moved,feature diagnostic figure,2,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_pouring_room/stereo_imbalance_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_pouring_room/stereo_imbalance_by_mix.png,stereo_imbalance_by_mix.png,73a928732d76bf9b8fa668f46ad636a31bd40efc343704be5391b0c062e76e9b,73a928732d76bf9b8fa668f46ad636a31bd40efc343704be5391b0c062e76e9b,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/feature_diagnostics/the_donefors_pouring_room/stereo_width_by_mix.png,outputs/stimulus_selection/03_feature_extraction/feature_diagnostics/the_donefors_pouring_room/stereo_width_by_mix.png,stereo_width_by_mix.png,8e8f6ce779be8912ce73e5c133fd685108a1e752329ef4544801a6efc14d0414,8e8f6ce779be8912ce73e5c133fd685108a1e752329ef4544801a6efc14d0414,03_feature_extraction,moved,feature diagnostic figure,0,PASS,
outputs/stimulus_selection/selected_mix_review_previews/In The Meantime/contrast_1/DU-J_28sec.wav,outputs/stimulus_selection/04_mix_selection/selected_mix_review_previews/In The Meantime/contrast_1/DU-J_28sec.wav,DU-J_28sec.wav,5baad7cda450b91aacfa6b6d9e73f6b39e19ed00646c6e90489898832f8307bd,5baad7cda450b91aacfa6b6d9e73f6b39e19ed00646c6e90489898832f8307bd,04_mix_selection,moved,selected review preview audio,3,PASS,
outputs/stimulus_selection/selected_mix_review_previews/In The Meantime/contrast_2/QUT-B_28sec.wav,outputs/stimulus_selection/04_mix_selection/selected_mix_review_previews/In The Meantime/contrast_2/QUT-B_28sec.wav,QUT-B_28sec.wav,3f2e48e3cba533f02f9255832a13b09ccbdc67c64e62dba6c51d390faafb9432,3f2e48e3cba533f02f9255832a13b09ccbdc67c64e62dba6c51d390faafb9432,04_mix_selection,moved,selected review preview audio,3,PASS,
outputs/stimulus_selection/selected_mix_review_previews/In The Meantime/representative/UCP-A4_28sec.wav,outputs/stimulus_selection/04_mix_selection/selected_mix_review_previews/In The Meantime/representative/UCP-A4_28sec.wav,UCP-A4_28sec.wav,9fa49a860e923d0c610eef18b3b52c5216e96223b80d787d8d9994adacea9422,9fa49a860e923d0c610eef18b3b52c5216e96223b80d787d8d9994adacea9422,04_mix_selection,moved,selected review preview audio,3,PASS,
outputs/stimulus_selection/selected_mix_review_previews/Lead Me/contrast_1/PXL-L1_28sec.wav,outputs/stimulus_selection/04_mix_selection/selected_mix_review_previews/Lead Me/contrast_1/PXL-L1_28sec.wav,PXL-L1_28sec.wav,bed1929afadc18caa15a1cbd24ade78856d824b77ea1f749de6596ac9de722b3,bed1929afadc18caa15a1cbd24ade78856d824b77ea1f749de6596ac9de722b3,04_mix_selection,moved,selected review preview audio,3,PASS,
outputs/stimulus_selection/selected_mix_review_previews/Lead Me/contrast_2/DU-D_28sec.wav,outputs/stimulus_selection/04_mix_selection/selected_mix_review_previews/Lead Me/contrast_2/DU-D_28sec.wav,DU-D_28sec.wav,7adf201d79c648a35562be63ab2fddd1a01e1394232fae99819387ff0fe08d11,7adf201d79c648a35562be63ab2fddd1a01e1394232fae99819387ff0fe08d11,04_mix_selection,moved,selected review preview audio,3,PASS,
outputs/stimulus_selection/selected_mix_review_previews/Lead Me/representative/McG-A_28sec.wav,outputs/stimulus_selection/04_mix_selection/selected_mix_review_previews/Lead Me/representative/McG-A_28sec.wav,McG-A_28sec.wav,420bccd2fcdd98b37500f828277616f7932472ee9a45203c56dbe39b4a6cec1d,420bccd2fcdd98b37500f828277616f7932472ee9a45203c56dbe39b4a6cec1d,04_mix_selection,moved,selected review preview audio,3,PASS,
outputs/stimulus_selection/selected_mix_review_previews/Pouring Room/contrast_1/McG-pro1_28sec.wav,outputs/stimulus_selection/04_mix_selection/selected_mix_review_previews/Pouring Room/contrast_1/McG-pro1_28sec.wav,McG-pro1_28sec.wav,6a427883303abfc29f244a09f571330ba1f01954828dae0246d490f6c576ef55,6a427883303abfc29f244a09f571330ba1f01954828dae0246d490f6c576ef55,04_mix_selection,moved,selected review preview audio,3,PASS,
outputs/stimulus_selection/selected_mix_review_previews/Pouring Room/contrast_2/McG-X_28sec.wav,outputs/stimulus_selection/04_mix_selection/selected_mix_review_previews/Pouring Room/contrast_2/McG-X_28sec.wav,McG-X_28sec.wav,1bd809b92ff5146184d0467eeb19d877f423facd92d1e2d2b1fe155de4fc63d5,1bd809b92ff5146184d0467eeb19d877f423facd92d1e2d2b1fe155de4fc63d5,04_mix_selection,moved,selected review preview audio,3,PASS,
outputs/stimulus_selection/selected_mix_review_previews/Pouring Room/representative/McG-Q_28sec.wav,outputs/stimulus_selection/04_mix_selection/selected_mix_review_previews/Pouring Room/representative/McG-Q_28sec.wav,McG-Q_28sec.wav,ab245b15cb9486e84c0de2e6f784a6a4c1d50a488359903893a54d2428344410,ab245b15cb9486e84c0de2e6f784a6a4c1d50a488359903893a54d2428344410,04_mix_selection,moved,selected review preview audio,3,PASS,
outputs/stimulus_selection/selected_mix_review_previews/Red To Blue/contrast_1/McG-B_28sec.wav,outputs/stimulus_selection/04_mix_selection/selected_mix_review_previews/Red To Blue/contrast_1/McG-B_28sec.wav,McG-B_28sec.wav,23abaf24021132282ad063763dd957a2096d026877e4098765f81d8bf2d62ce3,23abaf24021132282ad063763dd957a2096d026877e4098765f81d8bf2d62ce3,04_mix_selection,moved,selected review preview audio,3,PASS,
outputs/stimulus_selection/selected_mix_review_previews/Red To Blue/contrast_2/McG-F_28sec.wav,outputs/stimulus_selection/04_mix_selection/selected_mix_review_previews/Red To Blue/contrast_2/McG-F_28sec.wav,McG-F_28sec.wav,5e7410429faec756ae92850deb13fb94584c73f9d5ff7d7ad8c351a706b1dabc,5e7410429faec756ae92850deb13fb94584c73f9d5ff7d7ad8c351a706b1dabc,04_mix_selection,moved,selected review preview audio,3,PASS,
outputs/stimulus_selection/selected_mix_review_previews/Red To Blue/representative/McG-A_28sec.wav,outputs/stimulus_selection/04_mix_selection/selected_mix_review_previews/Red To Blue/representative/McG-A_28sec.wav,McG-A_28sec.wav,ff9648f11815b253da53e9e2bf4a2b212622a0195b9b7a40542a276ac274ab95,ff9648f11815b253da53e9e2bf4a2b212622a0195b9b7a40542a276ac274ab95,04_mix_selection,moved,selected review preview audio,3,PASS,
outputs/stimulus_selection/selection_diagnostics/InTheMeantime/distance_decomposition.png,outputs/stimulus_selection/04_mix_selection/selection_diagnostics/InTheMeantime/distance_decomposition.png,distance_decomposition.png,afc14e4c6935cff49cc2e6c0403317be4e62beb31f8b60235145a07473b048f6,afc14e4c6935cff49cc2e6c0403317be4e62beb31f8b60235145a07473b048f6,04_mix_selection,moved,mix-selection diagnostic figure,2,PASS,
outputs/stimulus_selection/selection_diagnostics/InTheMeantime/medoid_distance_ranking.png,outputs/stimulus_selection/04_mix_selection/selection_diagnostics/InTheMeantime/medoid_distance_ranking.png,medoid_distance_ranking.png,ec29b9992ffa67155f85171722050dc13e5b5599f3fcdc91729ee5faef6bd2c2,ec29b9992ffa67155f85171722050dc13e5b5599f3fcdc91729ee5faef6bd2c2,04_mix_selection,moved,mix-selection diagnostic figure,2,PASS,
outputs/stimulus_selection/selection_diagnostics/InTheMeantime/outlier_diagnostics.png,outputs/stimulus_selection/04_mix_selection/selection_diagnostics/InTheMeantime/outlier_diagnostics.png,outlier_diagnostics.png,2e00c4177614e6a77b0a432f2ce11cb1f7703f98e556ebcbc21141a47a0082bf,2e00c4177614e6a77b0a432f2ce11cb1f7703f98e556ebcbc21141a47a0082bf,04_mix_selection,moved,mix-selection diagnostic figure,2,PASS,
outputs/stimulus_selection/selection_diagnostics/InTheMeantime/pairwise_distance_heatmap.png,outputs/stimulus_selection/04_mix_selection/selection_diagnostics/InTheMeantime/pairwise_distance_heatmap.png,pairwise_distance_heatmap.png,39e9027e39f345dbe836a173dd59f2a083a2e5d5f9aee67580aa66e12452436a,39e9027e39f345dbe836a173dd59f2a083a2e5d5f9aee67580aa66e12452436a,04_mix_selection,moved,mix-selection diagnostic figure,2,PASS,
outputs/stimulus_selection/selection_diagnostics/InTheMeantime/processed_pca_all.png,outputs/stimulus_selection/04_mix_selection/selection_diagnostics/InTheMeantime/processed_pca_all.png,processed_pca_all.png,bccf29343e39d040405ed64df2a71d8f25bf7dc02db38c78a1c0b40df41a7fa0,bccf29343e39d040405ed64df2a71d8f25bf7dc02db38c78a1c0b40df41a7fa0,04_mix_selection,moved,mix-selection diagnostic figure,2,PASS,
outputs/stimulus_selection/selection_diagnostics/InTheMeantime/processed_pca_recommended_triplet.png,outputs/stimulus_selection/04_mix_selection/selection_diagnostics/InTheMeantime/processed_pca_recommended_triplet.png,processed_pca_recommended_triplet.png,e6df22c5c271e6f82817fee450317ec1ce5ba10cb9325df67da9f8a03098ba2b,e6df22c5c271e6f82817fee450317ec1ce5ba10cb9325df67da9f8a03098ba2b,04_mix_selection,moved,mix-selection diagnostic figure,2,PASS,
outputs/stimulus_selection/selection_diagnostics/InTheMeantime/selected_bark_profile_comparison.png,outputs/stimulus_selection/04_mix_selection/selection_diagnostics/InTheMeantime/selected_bark_profile_comparison.png,selected_bark_profile_comparison.png,86fcac897bf21bafd8179042f1941ff23cf99d986b407b229d3b793e3deb1215,86fcac897bf21bafd8179042f1941ff23cf99d986b407b229d3b793e3deb1215,04_mix_selection,moved,mix-selection diagnostic figure,2,PASS,
outputs/stimulus_selection/selection_diagnostics/InTheMeantime/selected_scalar_radar.png,outputs/stimulus_selection/04_mix_selection/selection_diagnostics/InTheMeantime/selected_scalar_radar.png,selected_scalar_radar.png,36f771552616892807b7ac20c669a0bc850e18ef052db0cf81532669304583cd,36f771552616892807b7ac20c669a0bc850e18ef052db0cf81532669304583cd,04_mix_selection,moved,mix-selection diagnostic figure,2,PASS,
outputs/stimulus_selection/selection_diagnostics/InTheMeantime/sensitivity_selection_frequency.png,outputs/stimulus_selection/04_mix_selection/selection_diagnostics/InTheMeantime/sensitivity_selection_frequency.png,sensitivity_selection_frequency.png,244637c7a03d21349fe2e83a7d7fbc07f52255f1add6da71fb55bdca91a7570b,244637c7a03d21349fe2e83a7d7fbc07f52255f1add6da71fb55bdca91a7570b,04_mix_selection,moved,mix-selection diagnostic figure,2,PASS,
outputs/stimulus_selection/selection_diagnostics/LeadMe/distance_decomposition.png,outputs/stimulus_selection/04_mix_selection/selection_diagnostics/LeadMe/distance_decomposition.png,distance_decomposition.png,ba60e1e0a3d794fd79e5e871100deeb94ecea67269a5bb0c3ceebe9f26059f10,ba60e1e0a3d794fd79e5e871100deeb94ecea67269a5bb0c3ceebe9f26059f10,04_mix_selection,moved,mix-selection diagnostic figure,2,PASS,
