artist,song,mix_i_original_name,mix_j_original_name,mix_i_id,mix_j_id,combined_euclidean_distance,scalar_only_distance,bark_only_distance,rms_excluded_distance,combined_manhattan_distance,near_duplicate_flag
Fredy V,In The Meantime,McG-pro,UCP-A1,mix_027ec3f8b8f1,mix_3042da8a2eb5,0.982711244904,0.433322838894,0.882016274314,0.994467915879,2.63166220863,0
Fredy V,In The Meantime,McG-pro,PXL-S7,mix_027ec3f8b8f1,mix_526612c31256,1.35787369132,1.01000037543,0.907590327859,1.50709759275,3.38447437726,0
Fredy V,In The Meantime,McG-pro,McG-B,mix_027ec3f8b8f1,mix_5383540067d5,1.62556156716,1.40439773501,0.818606993951,1.29919385238,3.75145747836,0
Fredy V,In The Meantime,McG-pro,PXL-S5,mix_027ec3f8b8f1,mix_54ac02ce9456,1.95499977451,1.06618061024,1.63868332044,1.77583230649,4.47233793866,0
Fredy V,In The Meantime,McG-pro,DU-L,mix_027ec3f8b8f1,mix_561c0e17caee,0.989727262331,0.367273895139,0.9190592689,1.00892066672,2.50177966958,0
Fredy V,In The Meantime,McG-pro,DU-K,mix_027ec3f8b8f1,mix_56e65a3ce054,2.39710029159,1.51730596074,1.85576734248,2.59265632259,6.01302336989,0
Fredy V,In The Meantime,McG-pro,PXL-S4,mix_027ec3f8b8f1,mix_67624d91340a,0.992171199838,0.472360581776,0.872513134899,1.02609249344,2.57639994492,0
Fredy V,In The Meantime,McG-pro,McG-pro2,mix_027ec3f8b8f1,mix_690c5c454a9f,3.40448045178e-16,0,3.40448045178e-16,3.40448045178e-16,8.50014503229e-16,1
Fredy V,In The Meantime,McG-pro,DU-M,mix_027ec3f8b8f1,mix_6cfa655049d5,1.49140300476,0.95303461454,1.14717389532,1.28356033824,3.85716132496,0
Fredy V,In The Meantime,McG-pro,McG-E,mix_027ec3f8b8f1,mix_7a5719f17171,1.34058592889,1.02078529276,0.869004038444,0.938913155589,3.37666891924,0
Fredy V,In The Meantime,McG-pro,PXL-S3,mix_027ec3f8b8f1,mix_8137541fd01f,1.36111897579,0.780425307137,1.1151597223,1.27556702017,3.79430017925,0
Fredy V,In The Meantime,McG-pro,QUT-J,mix_027ec3f8b8f1,mix_8187ac605f62,0.779437691503,0.590247713093,0.509048870075,0.728045435926,2.16426071153,0
Fredy V,In The Meantime,McG-pro,QUT-C,mix_027ec3f8b8f1,mix_82d5489162f9,1.96919805723,1.02092385854,1.68388107171,1.82739829896,5.32842872495,0
Fredy V,In The Meantime,McG-pro,McG-A,mix_027ec3f8b8f1,mix_8ffed8205048,1.77004825437,1.34926300289,1.14567018457,1.18223471539,4.13525163059,0
Fredy V,In The Meantime,McG-pro,McG-H,mix_027ec3f8b8f1,mix_96c30e75e4a7,0.674804687867,0.492848643629,0.460935549985,0.717666091055,1.85594693495,1
Fredy V,In The Meantime,McG-pro,DU-I,mix_027ec3f8b8f1,mix_9baa86357fd4,1.77582295549,1.56675749901,0.835953412897,1.89464542385,4.55449469596,0
Fredy V,In The Meantime,McG-pro,QUT-G,mix_027ec3f8b8f1,mix_a31f439e1e87,1.82899857209,1.40636394628,1.16934863377,1.88549977877,4.57398697715,0
Fredy V,In The Meantime,McG-pro,McG-G,mix_027ec3f8b8f1,mix_c45aea9558f2,1.61679866638,1.26263022022,1.00985288759,1.08541735639,3.69235463757,0
Fredy V,In The Meantime,McG-pro,QUT-B,mix_027ec3f8b8f1,mix_c7bdcba64775,4.23996840664,0.975840230853,4.1261444392,4.24355633127,7.09900816557,0
Fredy V,In The Meantime,McG-pro,QUT-pro,mix_027ec3f8b8f1,mix_cdaef40f2b94,2.54163814671,2.16820947923,1.32619460223,2.84685866337,6.36294278438,0
Fredy V,In The Meantime,McG-pro,McG-F,mix_027ec3f8b8f1,mix_ce153583405d,1.78213960103,1.47445202451,1.00100588658,1.93612759326,4.71811167973,0
Fredy V,In The Meantime,McG-pro,UCP-A3,mix_027ec3f8b8f1,mix_d58db5dccea3,1.3190667713,0.680045551182,1.13025448261,1.34663189089,3.33186068336,0
Fredy V,In The Meantime,McG-pro,McG-D,mix_027ec3f8b8f1,mix_da9f94cae537,1.76231703671,1.56993684966,0.800661992334,1.32037321896,4.20142593457,0
Fredy V,In The Meantime,McG-pro,UCP-A5,mix_027ec3f8b8f1,mix_e858d5cf22ea,0.988644483185,0.521568023696,0.839871841885,0.95532367423,2.59473189438,0
Fredy V,In The Meantime,McG-pro,UCP-A4,mix_027ec3f8b8f1,mix_efdedc0a36e7,1.21057910454,0.672399897645,1.00666784293,1.22158690243,3.34755380924,0
Fredy V,In The Meantime,McG-pro,PXL-S6,mix_027ec3f8b8f1,mix_f44b598b8cf8,1.20464626068,0.83685931638,0.866509721794,1.07600635708,3.07197628591,0
Fredy V,In The Meantime,QUT-A,McG-C,mix_13f0eed08780,mix_145577f61939,1.51692907255,1.37711757707,0.636098255062,1.69164176699,3.10849542863,0
Fredy V,In The Meantime,QUT-A,UCP-A2,mix_13f0eed08780,mix_20a1372ac49d,1.93742389407,1.70620004796,0.917874033664,2.19231249117,4.42543441102,0
Fredy V,In The Meantime,QUT-A,DU-J,mix_13f0eed08780,mix_22efc79c8253,2.50639736573,2.37487060397,0.801259863783,2.70835529749,5.63367880365,0
Fredy V,In The Meantime,QUT-A,DU-N,mix_13f0eed08780,mix_29131e66c9d7,1.59126162205,1.01513700466,1.2254021428,1.68809983268,4.40962505442,0
Fredy V,In The Meantime,QUT-A,PXL-S2,mix_13f0eed08780,mix_2d589c003982,2.18955177035,1.87168382773,1.13619391129,2.0277094284,5.35980803302,0
Fredy V,In The Meantime,QUT-A,PXL-S1,mix_13f0eed08780,mix_2eae3034bad8,2.5867782068,2.41662057458,0.922695231186,2.82641596174,5.30891475117,0
Fredy V,In The Meantime,QUT-A,QUT-I,mix_13f0eed08780,mix_2f518e7b8633,1.45331085339,0.884063104341,1.15349246383,1.49860041901,4.03449288164,0
Fredy V,In The Meantime,QUT-A,DU-H,mix_13f0eed08780,mix_302f0efe8a80,2.29038137025,1.87284686983,1.31844280246,2.27866748494,5.46882333128,0
Fredy V,In The Meantime,QUT-A,UCP-A1,mix_13f0eed08780,mix_3042da8a2eb5,2.06462500912,1.82065522152,0.973596935401,2.28660822205,4.89236261741,0
Fredy V,In The Meantime,QUT-A,PXL-S7,mix_13f0eed08780,mix_526612c31256,2.79383453535,2.65936696376,0.856316975767,3.18909977809,5.1142566959,0
